Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2012,1,13,5473,5206,5097,5152,5429,6255,7341,7637,7576,7710,7884,7908,7665,7541,7448,7454,7507,7816,8304,8121,7760,7382,6788,6109
2012,1,14,5290,5023,4847,4802,4872,5091,5492,6060,6393,6717,6737,6630,6326,6088,5848,5747,5719,6076,6705,6718,6573,6309,5900,5455
2012,1,15,4982,4801,4666,4671,4743,4976,5245,5516,5730,6037,6080,6105,5901,5694,5577,5490,5567,6006,6660,6739,6590,6278,5770,5184
2012,1,16,4722,4557,4535,4598,4977,5703,6748,7080,6859,6993,7049,6964,6814,6671,6622,6606,6589,6897,7512,7385,6949,6435,5653,5006
2012,1,17,4532,4337,4237,4265,4580,5387,6535,6813,6737,6830,6910,6899,6755,6688,6558,6576,6578,6889,7482,7444,7135,6653,5984,5373
2012,1,18,5175,4997,4967,4998,5325,6230,7464,7723,7519,7508,7553,7353,7026,6894,6743,6771,6857,7197,7823,7696,7413,6911,6138,5465
2012,1,19,4897,4691,4603,4642,4948,5782,6926,7192,7092,7195,7277,7197,6993,6950,6863,6927,6953,7263,7825,7825,7543,6983,6249,5589
2012,1,20,5214,4965,4865,4921,5203,6045,7117,7401,7314,7391,7518,7535,7284,7145,7085,7071,7093,7354,7848,7747,7415,7042,6497,5860
2012,1,21,5161,4914,4750,4699,4765,5006,5409,5944,6291,6600,6652,6543,6202,5934,5737,5646,5603,5868,6531,6536,6378,6095,5655,5169
2012,1,22,4739,4551,4399,4368,4395,4580,4823,5043,5266,5635,5779,5870,5715,5522,5455,5412,5487,5800,6364,6443,6249,5967,5451,4843
2012,1,23,4371,4167,4121,4138,4456,5144,6115,6449,6333,6574,6748,6758,6713,6598,6627,6606,6525,6683,7240,7144,6738,6173,5441,4760
2012,1,24,4338,4113,3996,3986,4266,5048,6180,6417,6370,6530,6727,6800,6707,6662,6617,6636,6606,6801,7418,7391,7103,6562,5900,5238
2012,1,25,4972,4792,4751,4764,5077,5970,7104,7398,7318,7424,7520,7389,7118,7008,6896,6905,6971,7221,7884,7804,7541,7016,6264,5542
2012,1,26,5047,4832,4718,4755,5062,5910,7071,7317,7237,7311,7384,7322,7115,7062,6993,7038,7033,7235,7823,7849,7574,6997,6284,5622
2012,1,27,5210,4967,4858,4927,5214,6056,7078,7347,7300,7389,7489,7531,7287,7118,7034,6973,6952,7099,7645,7592,7283,6948,6436,5850
2012,1,28,5123,4913,4756,4730,4789,5048,5435,5930,6272,6574,6575,6527,6233,5971,5772,5653,5601,5772,6405,6435,6287,6022,5632,5143
2012,1,29,4685,4490,4343,4300,4315,4499,4741,4918,5152,5541,5716,5838,5700,5516,5473,5454,5529,5735,6262,6388,6178,5894,5353,4705
2012,1,30,4271,4056,3982,3998,4317,5035,6112,6457,6309,6534,6734,6791,6779,6698,6733,6712,6639,6749,7328,7295,6932,6372,5643,4949
2012,1,31,4601,4379,4252,4236,4536,5333,6488,6736,6703,6862,7024,7080,6926,6850,6748,6764,6738,6913,7591,7655,7407,6842,6172,5490
2012,2,1,5089,4889,4800,4808,5139,6064,7207,7484,7486,7664,7748,7694,7455,7392,7266,7323,7395,7627,8297,8346,8094,7583,6837,6076
2012,2,2,5511,5309,5198,5258,5583,6469,7631,7814,7744,7790,7803,7721,7449,7332,7203,7180,7168,7310,7929,8009,7773,7209,6510,5839
2012,2,3,5390,5149,5033,5106,5405,6230,7215,7454,7423,7491,7554,7605,7338,7147,7010,6919,6900,7010,7575,7609,7334,7042,6571,5994
2012,2,4,5310,5116,4956,4940,4999,5238,5592,6058,6418,6722,6650,6623,6348,6073,5837,5702,5665,5787,6395,6457,6318,6070,5680,5200
2012,2,5,4728,4538,4373,4330,4349,4537,4756,4868,5082,5442,5557,5734,5632,5499,5461,5466,5554,5687,6175,6354,6155,5858,5368,4733
2012,2,6,4419,4204,4115,4138,4453,5168,6229,6543,6461,6701,6870,6921,6903,6810,6804,6770,6683,6729,7347,7403,7070,6527,5853,5154
2012,2,7,4714,4494,4382,4379,4687,5511,6660,6876,6822,6942,7072,7104,6933,6848,6729,6748,6742,6906,7590,7716,7498,6933,6243,5542
2012,2,8,4986,4760,4653,4656,4956,5823,6962,7168,7204,7411,7516,7553,7389,7392,7310,7384,7451,7592,8160,8259,8036,7495,6742,5972
2012,2,9,5389,5169,5060,5097,5402,6261,7438,7597,7551,7635,7704,7686,7465,7384,7270,7275,7260,7340,7898,8025,7778,7198,6479,5755
2012,2,10,5281,5038,4916,4953,5218,5997,6964,7165,7178,7348,7506,7604,7372,7193,7045,6949,6937,6939,7400,7480,7223,6888,6372,5788
2012,2,11,5122,4897,4718,4678,4727,4941,5282,5686,6082,6394,6370,6379,6168,5920,5750,5619,5607,5660,6164,6314,6169,5906,5521,5049
2012,2,12,4557,4365,4207,4174,4202,4392,4598,4654,4875,5241,5341,5534,5462,5363,5338,5355,5448,5565,6005,6227,6036,5700,5206,4580
2012,2,13,4332,4127,4042,4087,4410,5135,6188,6442,6388,6624,6797,6868,6865,6818,6845,6818,6750,6728,7312,7426,7083,6527,5815,5108
2012,2,14,4629,4408,4284,4275,4560,5330,6461,6646,6657,6821,6954,6999,6866,6849,6763,6808,6812,6903,7484,7626,7387,6805,6060,5328
2012,2,15,4816,4565,4425,4423,4698,5531,6727,6897,6925,7074,7184,7284,7175,7201,7136,7200,7235,7271,7759,7951,7725,7195,6434,5709
2012,2,16,5054,4831,4708,4727,5008,5820,6986,7091,7068,7158,7275,7310,7148,7133,7046,7062,7028,7020,7507,7680,7466,6873,6169,5411
2012,2,17,4910,4648,4517,4524,4749,5483,6466,6636,6682,6849,7077,7275,7144,7070,7001,6971,6980,6917,7230,7339,7055,6665,6140,5504
2012,2,18,4912,4651,4465,4391,4409,4602,4934,5304,5751,6053,6106,6135,5987,5787,5666,5569,5584,5614,6055,6257,6113,5862,5473,4992
2012,2,19,4573,4383,4210,4167,4209,4395,4579,4627,4887,5262,5391,5601,5563,5467,5417,5409,5493,5642,6082,6331,6174,5812,5317,4698
2012,2,20,4410,4216,4111,4151,4456,5169,6210,6420,6389,6623,6796,6868,6841,6785,6779,6754,6705,6652,7115,7283,6938,6353,5644,4955
2012,2,21,4527,4323,4212,4227,4502,5291,6386,6491,6479,6605,6701,6683,6575,6592,6559,6575,6582,6616,7071,7282,7041,6488,5761,5078
2012,2,22,4584,4373,4255,4272,4538,5347,6465,6527,6507,6581,6685,6749,6646,6655,6645,6638,6638,6581,6958,7192,6964,6429,5693,5010
2012,2,23,4441,4238,4102,4119,4382,5116,6209,6299,6339,6495,6683,6799,6752,6832,6830,6876,6845,6793,7116,7302,7056,6473,5737,4983
2012,2,24,4547,4297,4171,4159,4365,5084,6058,6204,6301,6527,6795,6981,6909,6876,6885,6884,6893,6767,6956,7120,6805,6373,5823,5216
2012,2,25,4634,4344,4161,4075,4095,4313,4627,4946,5418,5715,5830,5858,5755,5598,5502,5449,5453,5448,5852,6070,5927,5686,5293,4814
2012,2,26,4374,4005,3537,3955,4004,4170,4364,4457,4710,5070,5306,5508,5551,5528,5522,5555,5628,5764,6128,6386,6287,5904,5361,4708
2012,2,27,4268,4055,3949,3970,4236,4918,5924,6148,6121,6358,6614,6707,6750,6763,6783,6790,6747,6673,6904,7101,6849,6243,5468,4781
2012,2,28,4455,4222,4092,4077,4310,5054,6115,6259,6266,6470,6664,6695,6677,6776,6797,6847,6853,6839,7072,7313,7132,6558,5785,5087
2012,2,29,4577,4338,4195,4187,4423,5189,6251,6366,6357,6447,6619,6680,6641,6690,6717,6731,6743,6645,6842,7115,6857,6296,5551,4874
2012,3,1,4316,4112,3983,3980,4217,4903,5959,6092,6150,6331,6568,6692,6706,6833,6852,6880,6855,6782,6975,7187,6972,6378,5617,4866
2012,3,2,4468,4207,4095,4087,4280,4992,5973,6155,6239,6479,6762,6891,6872,6894,6972,7060,7098,7011,7108,7260,6950,6473,5858,5249
2012,3,3,4668,4329,4149,4063,4073,4279,4588,4894,5306,5644,5835,5910,5880,5848,5756,5786,5785,5762,6029,6178,6033,5781,5314,4850
2012,3,4,4414,4020,3554,3964,4021,4188,4382,4512,4717,5020,5293,5466,5540,5557,5575,5628,5680,5787,6063,6303,6221,5832,5270,4680
2012,3,5,4258,4045,3950,3963,4241,4896,5756,5977,6023,6266,6540,6592,6647,6679,6700,6727,6694,6594,6644,6814,6619,6011,5287,4654
2012,3,6,4401,4167,4056,4052,4328,5050,5930,6085,6108,6313,6501,6508,6499,6553,6574,6586,6578,6516,6593,6812,6640,6068,5345,4765
2012,3,7,4275,4057,3934,3948,4208,4933,5797,5915,5946,6089,6284,6338,6350,6440,6511,6558,6580,6467,6483,6678,6443,5868,5164,4509
2012,3,8,4042,3836,3725,3736,3996,4643,5529,5716,5826,6076,6315,6421,6482,6633,6707,6765,6759,6673,6711,6908,6701,6135,5390,4736
2012,3,9,4335,4090,3985,3988,4222,4916,5735,5924,6032,6351,6593,6625,6616,6661,6786,6896,6948,6864,6854,6983,6729,6215,5572,4992
2012,3,10,4431,4098,3939,3861,3907,4158,4476,4760,5119,5513,5742,5835,5883,5964,5946,6016,6025,5992,6133,6268,6161,5842,5326,4874
2012,3,11,4386,3957,3493,3904,3955,4083,4304,4440,4610,4899,5201,5355,5496,5572,5637,5727,5785,5839,5959,6202,6154,5715,5118,4562
2012,3,12,4155,3944,3894,3941,4286,5011,5777,5972,6016,6259,6527,6572,6686,6795,6874,6939,6898,6723,6666,6821,6688,6060,5313,4691
2012,3,13,4326,4089,3982,3997,4324,5026,5773,5944,5984,6276,6546,6636,6713,6826,6910,6987,6965,6839,6772,6920,6768,6138,5359,4753
2012,3,14,4285,4042,3915,3907,4177,4868,5600,5774,5866,6118,6404,6511,6625,6787,6900,7010,7075,6947,6829,6927,6696,6039,5273,4572
2012,3,15,4090,3841,3728,3715,3992,4685,5446,5661,5781,6065,6345,6473,6595,6763,6881,6954,6922,6734,6629,6787,6640,6022,5297,4694
2012,3,16,4316,4063,3948,3956,4233,4940,5662,5841,5928,6254,6511,6592,6664,6819,6999,7163,7192,7013,6848,6926,6703,6132,5468,4869
2012,3,17,4383,4048,3885,3808,3859,4139,4470,4776,5121,5569,5899,6055,6210,6379,6454,6576,6588,6479,6429,6529,6423,6025,5468,4979
2012,3,18,4526,4232,4060,3977,4013,4153,4326,4454,4690,5065,5390,5610,5789,5865,5940,6019,6076,6058,6083,6281,6231,5761,5135,4566
2012,3,19,4181,3981,3924,3990,4396,5178,5862,5992,6076,6331,6576,6634,6759,6899,7001,7077,7018,6801,6734,6874,6709,6068,5321,4705
2012,3,20,4323,4097,3989,4027,4419,5166,5795,5915,6000,6308,6543,6629,6723,6845,6943,7060,7057,6930,6832,6930,6745,6070,5279,4670
2012,3,21,4234,3996,3879,3900,4241,4999,5593,5701,5826,6120,6376,6465,6575,6727,6863,7008,7083,6967,6852,6955,6794,6132,5348,4669
2012,3,22,4217,3958,3828,3838,4176,4920,5531,5687,5843,6185,6499,6662,6824,7027,7192,7329,7296,7055,6869,6962,6820,6147,5413,4814
2012,3,23,4398,4129,3977,3972,4287,4984,5570,5722,5910,6295,6606,6773,6888,7066,7247,7385,7396,7104,6813,6860,6635,6036,5381,4801
2012,3,24,4337,4019,3862,3785,3854,4151,4464,4789,5189,5667,6012,6219,6427,6608,6748,6860,6876,6742,6599,6717,6651,6211,5660,5081
2012,3,25,4666,4357,4153,4041,4072,4204,4329,4470,4763,5210,5547,5797,6000,6103,6217,6329,6414,6385,6351,6545,6569,6057,5371,4769
2012,3,26,4300,4079,3998,4080,4493,5321,6013,6128,6237,6558,6842,6937,7052,7178,7283,7358,7325,7071,6903,7049,6927,6238,5431,4777
2012,3,27,4401,4184,4072,4131,4553,5399,6063,6135,6197,6486,6743,6849,7001,7179,7305,7453,7490,7323,7138,7248,7112,6398,5503,4844
2012,3,28,4401,4139,4010,4016,4369,5172,5763,5845,6005,6340,6678,6829,6978,7162,7333,7491,7571,7449,7283,7379,7228,6536,5665,4927
2012,3,29,4424,4148,3985,3973,4293,5082,5678,5821,6030,6414,6815,7030,7253,7454,7604,7731,7691,7432,7234,7328,7217,6522,5747,5074
2012,3,30,4712,4432,4260,4253,4586,5309,5878,6033,6269,6712,7101,7362,7525,7728,7899,8018,7965,7583,7197,7201,6976,6382,5700,5086
2012,3,31,4566,4218,4026,3938,4005,4267,4535,4886,5356,5826,6216,6454,6657,6814,6948,7054,7049,6880,6674,6770,6712,6271,5699,5057
2012,4,1,4632,4316,4103,3966,3981,4118,4187,4360,4708,5223,5615,5951,6181,6327,6514,6671,6785,6715,6636,6790,6813,6287,5548,4901
2012,4,2,4352,4106,3997,4056,4445,5218,5838,5952,6160,6549,6902,7057,7211,7370,7510,7589,7563,7279,7013,7110,6964,6238,5397,4702
2012,4,3,4282,4032,3899,3933,4314,5142,5765,5875,6060,6380,6705,6868,7072,7286,7451,7632,7715,7508,7221,7282,7153,6421,5495,4788
2012,4,4,4292,4023,3899,3924,4278,5075,5631,5723,5958,6297,6640,6809,6969,7179,7370,7532,7570,7384,7193,7308,7180,6543,5675,4949
2012,4,5,4437,4167,4003,4020,4359,5147,5722,5864,6125,6552,6987,7204,7421,7624,7784,7904,7883,7626,7402,7531,7421,6738,5898,5189
2012,4,6,4756,4454,4270,4246,4575,5274,5800,5999,6302,6773,7179,7428,7577,7769,7959,8067,8021,7652,7180,7146,6953,6364,5651,4993
2012,4,7,4454,4101,3910,3807,3870,4107,4361,4723,5213,5681,6074,6325,6533,6729,6917,7063,7067,6907,6667,6734,6680,6231,5608,4947
2012,4,8,4478,4162,3956,3814,3819,3920,3974,4140,4528,5043,5472,5855,6115,6331,6589,6798,6936,6857,6743,6881,6896,6386,5614,4968
2012,4,9,4431,4169,4047,4100,4485,5233,5822,5967,6258,6727,7107,7357,7578,7794,8000,8136,8155,7848,7501,7539,7371,6607,5721,4986
2012,4,10,4481,4194,4042,4066,4434,5247,5833,5964,6242,6657,7087,7372,7692,8009,8272,8476,8552,8263,7907,7891,7725,6975,5977,5213
2012,4,11,4672,4367,4222,4224,4571,5324,5837,5960,6279,6736,7231,7562,7885,8194,8467,8643,8661,8405,8085,8048,7833,7140,6177,5339
2012,4,12,4766,4488,4298,4298,4629,5395,5944,6113,6476,6976,7479,7770,8044,8282,8448,8522,8458,8147,7870,7962,7872,7238,6344,5591
2012,4,13,5130,4806,4603,4587,4909,5594,6097,6331,6706,7246,7703,8028,8238,8507,8758,8890,8813,8420,7902,7786,7586,7005,6227,5488
2012,4,14,4880,4507,4283,4142,4179,4396,4598,4970,5520,6035,6478,6750,7003,7232,7435,7587,7577,7359,7057,7048,6981,6528,5893,5241
2012,4,15,4713,4386,4164,4009,3990,4065,4097,4280,4752,5306,5862,6318,6623,6881,7189,7371,7442,7292,7081,7156,7130,6586,5794,5077
2012,4,16,4600,4317,4194,4231,4621,5361,5942,6105,6454,6980,7421,7795,8121,8437,8677,8843,8830,8481,8068,8011,7792,7001,6052,5271
2012,4,17,4741,4416,4237,4239,4584,5344,5873,6044,6408,6893,7382,7709,8040,8388,8717,8958,9041,8764,8408,8321,8126,7398,6379,5540
2012,4,18,4955,4632,4474,4467,4806,5549,6056,6237,6638,7165,7710,8076,8475,8862,9186,9385,9401,9094,8648,8495,8235,7483,6443,5515
2012,4,19,4904,4601,4406,4405,4756,5519,6056,6246,6641,7175,7716,8049,8383,8702,8966,9083,9041,8718,8353,8373,8253,7601,6649,5852
2012,4,20,5328,4989,4778,4746,5086,5788,6329,6593,6966,7503,7990,8304,8541,8848,9165,9337,9307,8934,8434,8310,8092,7516,6700,5961
2012,4,21,5388,4998,4773,4625,4640,4853,5063,5468,6067,6650,7165,7522,7822,8083,8321,8489,8455,8194,7836,7737,7638,7171,6484,5833
2012,4,22,5262,4896,4639,4462,4425,4482,4472,4644,5172,5759,6403,6927,7336,7702,8045,8224,8242,8045,7721,7746,7676,7077,6225,5399
2012,4,23,4828,4493,4317,4331,4694,5405,5967,6160,6550,7099,7593,8028,8426,8842,9171,9412,9413,9052,8578,8416,8172,7419,6394,5524
2012,4,24,5008,4665,4470,4451,4805,5544,6064,6268,6652,7168,7713,8098,8503,8917,9286,9591,9658,9396,9019,8851,8648,7929,6893,5965
2012,4,25,5335,4975,4781,4751,5100,5827,6326,6550,7016,7605,8220,8667,9168,9642,10047,10271,10297,9986,9445,9170,8869,8044,6953,5914
2012,4,26,5263,4927,4716,4690,5041,5780,6285,6516,6962,7537,8141,8578,9043,9489,9862,10058,10033,9691,9211,9057,8864,8151,7174,6277
2012,4,27,5674,5302,5066,5021,5354,6057,6569,6853,7332,7981,8641,9122,9534,9982,10450,10713,10679,10260,9663,9361,9027,8378,7489,6668
2012,4,28,6058,5592,5317,5143,5129,5303,5480,5906,6587,7272,7889,8384,8803,9165,9468,9656,9625,9308,8842,8629,8483,7964,7231,6521
2012,4,29,5924,5494,5186,4983,4919,4960,4938,5145,5726,6399,7139,7758,8239,8642,8995,9169,9164,8943,8560,8507,8402,7800,6908,5992
2012,4,30,5362,4994,4796,4799,5152,5841,6377,6618,7071,7705,8333,8852,9325,9802,10162,10355,10296,9870,9279,9030,8757,8007,6938,6015
2012,5,1,5454,5101,4888,4854,5222,5933,6454,6717,7186,7773,8362,8790,9235,9640,9972,10233,10271,9998,9580,9385,9168,8442,7404,6443
2012,5,2,5792,5420,5193,5165,5525,6236,6751,7031,7535,8133,8746,9149,9600,10076,10481,10698,10718,10411,9882,9584,9286,8488,7411,6365
2012,5,3,5712,5325,5089,5036,5384,6118,6620,6877,7330,7928,8521,8957,9429,9863,10221,10430,10414,10087,9583,9353,9103,8367,7351,6459
2012,5,4,5770,5374,5112,5055,5427,6138,6642,6928,7424,8107,8805,9311,9767,10278,10802,11076,11060,10633,9973,9555,9168,8486,7563,6686
2012,5,5,6108,5605,5309,5143,5116,5281,5473,5891,6533,7193,7802,8297,8725,9101,9409,9593,9548,9229,8727,8488,8337,7823,7085,6372
2012,5,6,5775,5349,5058,4865,4799,4845,4839,5041,5592,6244,6944,7622,8184,8668,9091,9366,9448,9275,8913,8783,8608,7978,7033,6068
2012,5,7,5362,4969,4746,4745,5079,5746,6259,6538,7044,7721,8423,9015,9600,10186,10666,10934,10916,10493,9854,9484,9131,8353,7225,6199
2012,5,8,5557,5162,4921,4867,5213,5885,6395,6712,7254,7946,8616,9180,9762,10278,10713,11069,11158,10858,10324,9979,9663,8870,7762,6669
2012,5,9,5969,5543,5269,5233,5590,6268,6783,7093,7634,8307,8963,9469,9986,10498,10941,11196,11247,10950,10444,10109,9772,8996,7917,6888
2012,5,10,6181,5772,5502,5440,5797,6519,7036,7345,7857,8535,9165,9689,10233,10698,11083,11310,11280,10923,10356,10041,9744,8992,7944,7011
2012,5,11,6215,5772,5469,5405,5766,6469,6977,7307,7881,8655,9447,10070,10622,11193,11736,11996,11914,11417,10679,10150,9709,8991,8015,7050
2012,5,12,6408,5874,5557,5359,5321,5459,5647,6109,6798,7499,8156,8711,9226,9677,10017,10207,10159,9813,9279,8980,8808,8285,7516,6713
2012,5,13,6096,5634,5341,5138,5066,5093,5118,5402,6041,6835,7611,8346,8914,9382,9757,9980,10027,9784,9389,9176,8986,8431,7532,6599
2012,5,14,5965,5558,5331,5317,5637,6228,6645,6962,7577,8418,9213,9946,10639,11256,11768,12008,11983,11550,10889,10452,10062,9252,8129,7088
2012,5,15,6357,5899,5601,5530,5881,6538,7068,7458,8079,8912,9691,10366,10988,11541,11996,12309,12337,11952,11322,10866,10438,9600,8408,7313
2012,5,16,6596,6120,5783,5721,6070,6748,7276,7627,8227,9029,9770,10370,10942,11467,11904,12179,12226,11882,11322,10893,10481,9689,8533,7486
2012,5,17,6717,6228,5891,5786,6113,6802,7317,7673,8250,9025,9758,10391,11003,11538,11975,12264,12281,11914,11271,10823,10452,9683,8548,7506
2012,5,18,6620,6100,5756,5668,6010,6673,7219,7641,8311,9207,10073,10784,11394,12037,12612,12883,12830,12299,11512,10900,10376,9652,8622,7581
2012,5,19,6790,6204,5856,5630,5554,5640,5853,6430,7279,8082,8845,9526,10122,10634,10983,11151,11038,10623,10022,9626,9390,8857,8025,7146
2012,5,20,6379,5882,5569,5352,5260,5245,5284,5658,6403,7318,8230,9061,9717,10258,10668,10892,10902,10574,10053,9738,9451,8879,7954,6977
2012,5,21,6270,5816,5566,5495,5716,6185,6544,6945,7715,8642,9557,10375,11108,11775,12322,12615,12610,12183,11506,11035,10602,9802,8639,7472
2012,5,22,6660,6151,5836,5746,6062,6689,7209,7679,8388,9281,10144,10902,11588,12221,12730,13054,13064,12632,11937,11362,10884,10031,8790,7597
2012,5,23,6775,6238,5904,5795,6112,6764,7319,7729,8414,9304,10160,10908,11600,12167,12558,12764,12723,12341,11714,11206,10743,10000,8845,7689
2012,5,24,6821,6301,5947,5824,6121,6780,7287,7691,8333,9129,9940,10632,11247,11820,12327,12632,12655,12320,11690,11173,10771,10041,8941,7830
2012,5,25,6925,6360,6003,5860,6134,6763,7298,7762,8529,9497,10425,11212,11886,12558,13169,13496,13476,13000,12221,11565,11000,10292,9242,8198
2012,5,26,7283,6656,6289,6016,5911,5987,6193,6850,7892,8886,9824,10661,11364,11926,12284,12423,12301,11891,11289,10777,10430,9878,8966,8026
2012,5,27,7211,6627,6275,6016,5885,5849,5882,6301,7217,8294,9377,10315,11080,11652,12056,12200,12086,11670,11061,10658,10370,9829,8904,7851
2012,5,28,7109,6606,6314,6184,6361,6779,7115,7575,8438,9417,10370,11193,11893,12492,12995,13254,13233,12832,12206,11742,11324,10588,9446,8268
2012,5,29,7357,6815,6470,6357,6635,7245,7760,8269,9055,9979,10847,11569,12233,12757,13190,13443,13382,12991,12325,11767,11361,10577,9379,8257
2012,5,30,7395,6816,6466,6320,6608,7239,7786,8271,9037,10024,11013,11821,12520,13105,13484,13650,13592,13197,12504,11863,11318,10598,9454,8226
2012,5,31,7283,6740,6378,6209,6437,7025,7491,7941,8680,9528,10466,11230,11830,12421,12933,13208,13252,12918,12258,11679,11230,10546,9450,8302
2012,6,1,7307,6705,6326,6135,6342,6894,7406,7941,8813,9852,10825,11654,12379,13106,13737,14092,14163,13728,12888,12150,11535,10842,9796,8766
2012,6,2,7765,7085,6677,6371,6214,6253,6446,7155,8289,9403,10404,11264,11984,12563,12942,13111,13034,12661,12036,11410,10981,10405,9443,8444
2012,6,3,7601,6970,6553,6258,6089,6037,6073,6517,7464,8580,9742,10771,11643,12287,12796,13027,12965,12614,11998,11499,11135,10569,9567,8419
2012,6,4,7603,7055,6723,6539,6694,7127,7547,8086,9011,10020,11075,11938,12679,13328,13809,14050,14002,13614,12963,12431,11937,11203,10005,8779
2012,6,5,7759,7156,6780,6610,6813,7356,7841,8392,9247,10225,11162,11947,12591,13139,13605,13866,13838,13502,12841,12221,11794,11050,9889,8680
2012,6,6,7692,7073,6718,6521,6764,7312,7855,8402,9246,10287,11370,12279,13059,13701,14125,14286,14236,13886,13182,12484,11905,11208,10078,8765
2012,6,7,7762,7201,6823,6617,6793,7329,7802,8318,9129,10012,10981,11761,12363,12910,13381,13525,13440,13080,12466,11904,11494,10886,9850,8707
2012,6,8,7727,7135,6720,6490,6650,7155,7650,8192,9055,10115,11095,11972,12725,13426,13965,14231,14238,13782,12944,12207,11630,11001,9995,9040
2012,6,9,8082,7406,6995,6650,6465,6505,6701,7371,8498,9670,10734,11601,12334,12895,13272,13420,13359,12993,12334,11638,11155,10604,9640,8610
2012,6,10,7858,7227,6786,6449,6253,6205,6270,6729,7716,8883,10093,11170,12121,12806,13394,13657,13598,13308,12730,12161,11764,11145,10099,8845
2012,6,11,7980,7410,7033,6832,7000,7455,7897,8431,9372,10442,11526,12454,13314,14022,14513,14735,14680,14296,13617,12997,12470,11705,10489,9228
2012,6,12,8135,7489,7066,6849,6998,7492,7964,8522,9408,10430,11409,12210,12806,13318,13765,14027,14039,13784,13151,12513,12097,11411,10266,9042
2012,6,13,8040,7408,7020,6792,6985,7471,7986,8554,9469,10613,11775,12735,13539,14208,14702,14888,14903,14570,13875,13156,12580,11827,10640,9328
2012,6,14,8247,7679,7275,7067,7207,7685,8143,8672,9535,10533,11567,12465,13165,13714,14161,14289,14193,13732,13021,12441,12019,11382,10304,9067
2012,6,15,8199,7569,7128,6902,7061,7530,8017,8609,9555,10720,11758,12678,13453,14148,14670,14920,14924,14459,13598,12836,12244,11601,10577,9568
2012,6,16,8614,7910,7478,7126,6911,6917,7133,7825,8921,10120,11223,12150,12886,13458,13856,14040,14007,13668,12982,12227,11678,11070,10070,9016
2012,6,17,8211,7554,7061,6709,6485,6426,6557,7048,7986,9179,10435,11591,12601,13333,13972,14238,14189,13825,13187,12539,12102,11459,10409,9111
2012,6,18,8250,7647,7244,7046,7197,7618,8061,8598,9528,10635,11741,12679,13558,14331,14832,15031,14965,14601,13897,13244,12677,11885,10668,9352
2012,6,19,8268,7605,7167,6937,7072,7532,7993,8546,9402,10469,11533,12399,13023,13620,14067,14279,14243,13869,13165,12549,12102,11450,10308,9026
2012,6,20,8022,7401,6982,6745,6919,7371,7849,8389,9247,10355,11412,12344,13120,13742,14200,14400,14447,14131,13522,12938,12423,11712,10535,9220
2012,6,21,8185,7571,7153,6945,7068,7519,7980,8500,9319,10362,11335,12244,12964,13496,13920,14063,13970,13515,12845,12276,11872,11264,10195,8954
2012,6,22,8090,7454,7000,6777,6916,7294,7709,8204,9063,10181,11202,12102,12812,13354,13786,14020,13996,13601,12861,12173,11656,11042,10105,9165
2012,6,23,8330,7667,7246,6908,6721,6763,6960,7568,8653,9850,10954,11863,12550,13047,13421,13579,13543,13229,12595,11895,11355,10793,9857,8855
