Year,Month,Day,Period,1
2012,1,12,4,0.984337588
2012,1,12,5,1.00717857
2012,1,12,6,1.07787685
2012,1,12,7,1.163802452
2012,1,12,8,1.201870756
2012,1,12,9,1.145312132
2012,1,12,10,1.125734147
2012,1,12,11,1.106156162
2012,1,12,12,1.078964516
2012,1,12,13,1.041983877
2012,1,12,14,1.023493558
2012,1,12,15,0.990863583
2012,1,12,16,0.974548595
2012,1,12,17,0.991951248
2012,1,12,18,1.031107219
2012,1,12,19,1.106156162
2012,1,12,20,1.146399798
2012,1,12,21,1.17467911
2012,1,12,22,1.156188791
2012,1,12,23,1.106156162
2012,1,12,24,1.047422206
2012,1,13,1,0.995214246
2012,1,13,2,0.982162256
2012,1,13,3,0.990863583
2012,1,13,4,0.99412658
2012,1,13,5,1.005003239
2012,1,13,6,1.063737194
2012,1,13,7,1.134435474
2012,1,13,8,1.177942108
2012,1,13,9,1.128997145
2012,1,13,10,1.106156162
2012,1,13,11,1.083315179
2012,1,13,12,1.062649528
2012,1,13,13,1.031107219
2012,1,13,14,1.02023056
2012,1,13,15,0.996301912
2012,1,13,16,0.978899258
2012,1,13,17,0.983249922
2012,1,13,18,0.983249922
2012,1,13,19,1.03872088
2012,1,13,20,1.062649528
2012,1,13,21,1.065912526
2012,1,13,22,1.047422206
2012,1,13,23,1.026756555
2012,1,13,24,0.993038914
2012,1,14,1,1.00717857
2012,1,14,2,0.996301912
2012,1,14,3,0.997389578
2012,1,14,4,1.002827907
2012,1,14,5,1.010441568
2012,1,14,6,1.037633214
2012,1,14,7,1.045246875
2012,1,14,8,1.074613853
2012,1,14,9,1.085490511
2012,1,14,10,1.09092884
2012,1,14,11,1.07787685
2012,1,14,12,1.037633214
2012,1,14,13,1.003915573
2012,1,14,14,0.978899258
2012,1,14,15,0.946269283
2012,1,14,16,0.922340635
2012,1,14,17,0.9234283
2012,1,14,18,0.945181617
2012,1,14,19,0.99412658
2012,1,14,20,1.02566889
2012,1,14,21,1.040896211
2012,1,14,22,1.036545548
2012,1,14,23,1.014792231
2012,1,14,24,0.986512919
2012,1,15,1,0.976723927
2012,1,15,2,0.971285597
2012,1,15,3,0.9680226
2012,1,15,4,0.977811593
2012,1,15,5,0.986512919
2012,1,15,6,1.000652575
2012,1,15,7,1.005003239
2012,1,15,8,1.027844221
2012,1,15,9,1.062649528
2012,1,15,10,1.052860536
2012,1,15,11,1.027844221
2012,1,15,12,0.986512919
2012,1,15,13,0.966934934
2012,1,15,14,0.937567956
2012,1,15,15,0.924515966
2012,1,15,16,0.903850315
2012,1,15,17,0.902762649
2012,1,15,18,0.924515966
2012,1,15,19,0.991951248
2012,1,15,20,1.036545548
2012,1,15,21,1.046334541
2012,1,15,22,1.045246875
2012,1,15,23,1.008266236
2012,1,15,24,0.969110266
2012,1,16,1,0.945181617
2012,1,16,2,0.933217293
2012,1,16,3,0.935392625
2012,1,16,4,0.953882944
2012,1,16,5,0.977811593
2012,1,16,6,1.036545548
2012,1,16,7,1.113769823
2012,1,16,8,1.145312132
2012,1,16,9,1.098542501
2012,1,16,10,1.067000192
2012,1,16,11,1.044159209
2012,1,16,12,1.018055229
2012,1,16,13,0.989775917
2012,1,16,14,0.963671937
2012,1,16,15,0.935392625
2012,1,16,16,0.915814639
2012,1,16,17,0.93648029
2012,1,16,18,0.95497061
2012,1,16,19,1.02566889
2012,1,16,20,1.060474197
2012,1,16,21,1.080052182
2012,1,16,22,1.06482486
2012,1,16,23,1.019142895
2012,1,16,24,0.962584271
2012,1,17,1,0.958233607
2012,1,17,2,0.949532281
2012,1,17,3,0.957145942
2012,1,17,4,0.976723927
2012,1,17,5,1.000652575
2012,1,17,6,1.065912526
2012,1,17,7,1.150750461
2012,1,17,8,1.180117439
2012,1,17,9,1.119208152
2012,1,17,10,1.099630167
2012,1,17,11,1.074613853
2012,1,17,12,1.041983877
2012,1,17,13,1.008266236
2012,1,17,14,0.989775917
2012,1,17,15,0.960408939
2012,1,17,16,0.943006286
2012,1,17,17,0.957145942
2012,1,17,18,0.998477244
2012,1,17,19,1.074613853
2012,1,17,20,1.11703282
2012,1,17,21,1.151838127
2012,1,17,22,1.131172476
2012,1,17,23,1.07787685
2012,1,17,24,1.022405892
2012,1,18,1,1.002827907
2012,1,18,2,0.997389578
2012,1,18,3,1.003915573
2012,1,18,4,1.02023056
2012,1,18,5,1.036545548
2012,1,18,6,1.097454835
2012,1,18,7,1.176854442
2012,1,18,8,1.198607759
2012,1,18,9,1.134435474
2012,1,18,10,1.106156162
2012,1,18,11,1.074613853
2012,1,18,12,1.03328255
2012,1,18,13,0.997389578
2012,1,18,14,0.971285597
2012,1,18,15,0.945181617
2012,1,18,16,0.933217293
2012,1,18,17,0.947356949
2012,1,18,18,0.979986924
2012,1,18,19,1.040896211
2012,1,18,20,1.080052182
2012,1,18,21,1.101805499
2012,1,18,22,1.081139848
2012,1,18,23,1.039808546
2012,1,18,24,0.986512919
2012,1,19,1,0.975636261
2012,1,19,2,0.966934934
2012,1,19,3,0.975636261
2012,1,19,4,0.99412658
2012,1,19,5,1.014792231
2012,1,19,6,1.081139848
2012,1,19,7,1.165977783
2012,1,19,8,1.197520093
2012,1,19,9,1.136610806
2012,1,19,10,1.118120486
2012,1,19,11,1.096367169
2012,1,19,12,1.067000192
2012,1,19,13,1.031107219
2012,1,19,14,1.012616899
2012,1,19,15,0.982162256
2012,1,19,16,0.966934934
2012,1,19,17,0.986512919
2012,1,19,18,1.027844221
2012,1,19,19,1.098542501
2012,1,19,20,1.144224466
2012,1,19,21,1.173591444
2012,1,19,22,1.154013459
2012,1,19,23,1.105068496
2012,1,19,24,1.047422206
2012,1,20,1,0.99412658
2012,1,20,2,0.985425253
2012,1,20,3,0.99412658
2012,1,20,4,0.998477244
2012,1,20,5,1.011529234
2012,1,20,6,1.071350855
2012,1,20,7,1.146399798
2012,1,20,8,1.186643434
2012,1,20,9,1.13008481
2012,1,20,10,1.10398083
2012,1,20,11,1.07787685
2012,1,20,12,1.050685204
2012,1,20,13,1.016967563
2012,1,20,14,1.00717857
2012,1,20,15,0.983249922
2012,1,20,16,0.964759602
2012,1,20,17,0.9680226
2012,1,20,18,0.973460929
2012,1,20,19,1.031107219
2012,1,20,20,1.060474197
2012,1,20,21,1.069175523
2012,1,20,22,1.053948201
2012,1,20,23,1.03328255
2012,1,20,24,1.001740241
2012,1,21,1,1.008266236
2012,1,21,2,0.997389578
2012,1,21,3,0.996301912
2012,1,21,4,1.003915573
2012,1,21,5,1.011529234
2012,1,21,6,1.03872088
2012,1,21,7,1.048509872
2012,1,21,8,1.075701518
2012,1,21,9,1.080052182
2012,1,21,10,1.078964516
2012,1,21,11,1.058298865
2012,1,21,12,1.013704565
2012,1,21,13,0.979986924
2012,1,21,14,0.95497061
2012,1,21,15,0.927778964
2012,1,21,16,0.906025647
2012,1,21,17,0.908200979
2012,1,21,18,0.927778964
2012,1,21,19,0.966934934
2012,1,21,20,0.996301912
2012,1,21,21,1.010441568
2012,1,21,22,1.006090904
2012,1,21,23,0.98107459
2012,1,21,24,0.953882944
2012,1,22,1,0.953882944
2012,1,22,2,0.944093951
2012,1,22,3,0.93648029
2012,1,22,4,0.944093951
2012,1,22,5,0.952795278
2012,1,22,6,0.963671937
2012,1,22,7,0.971285597
2012,1,22,8,0.989775917
2012,1,22,9,1.019142895
2012,1,22,10,1.015879897
2012,1,22,11,0.99412658
2012,1,22,12,0.957145942
2012,1,22,13,0.937567956
2012,1,22,14,0.913639308
2012,1,22,15,0.904937981
2012,1,22,16,0.888622993
2012,1,22,17,0.888622993
2012,1,22,18,0.904937981
2012,1,22,19,0.961496605
2012,1,22,20,1.002827907
2012,1,22,21,1.014792231
2012,1,22,22,1.013704565
2012,1,22,23,0.982162256
2012,1,22,24,0.940830954
2012,1,23,1,0.915814639
2012,1,23,2,0.901674984
2012,1,23,3,0.902762649
2012,1,23,4,0.916902305
2012,1,23,5,0.94191862
2012,1,23,6,0.99412658
2012,1,23,7,1.074613853
2012,1,23,8,1.10398083
2012,1,23,9,1.055035867
2012,1,23,10,1.034370216
2012,1,23,11,1.014792231
2012,1,23,12,0.988688251
2012,1,23,13,0.965847268
2012,1,23,14,0.944093951
2012,1,23,15,0.915814639
2012,1,23,16,0.899499652
2012,1,23,17,0.915814639
2012,1,23,18,0.931041961
2012,1,23,19,0.989775917
2012,1,23,20,1.028931887
2012,1,23,21,1.047422206
2012,1,23,22,1.031107219
2012,1,23,23,0.982162256
2012,1,23,24,0.925603632
2012,1,24,1,0.929954295
2012,1,24,2,0.920165303
2012,1,24,3,0.922340635
2012,1,24,4,0.935392625
2012,1,24,5,0.959321273
2012,1,24,6,1.021318226
2012,1,24,7,1.100717833
2012,1,24,8,1.124646481
2012,1,24,9,1.067000192
2012,1,24,10,1.063737194
2012,1,24,11,1.047422206
2012,1,24,12,1.02566889
2012,1,24,13,0.999564909
2012,1,24,14,0.988688251
2012,1,24,15,0.961496605
2012,1,24,16,0.949532281
2012,1,24,17,0.969110266
2012,1,24,18,1.015879897
2012,1,24,19,1.085490511
2012,1,24,20,1.13008481
2012,1,24,21,1.162714786
2012,1,24,22,1.144224466
2012,1,24,23,1.09092884
2012,1,24,24,1.03872088
2012,1,25,1,0.995214246
2012,1,25,2,0.990863583
2012,1,25,3,1.000652575
2012,1,25,4,1.011529234
2012,1,25,5,1.030019553
2012,1,25,6,1.085490511
2012,1,25,7,1.151838127
2012,1,25,8,1.170328447
2012,1,25,9,1.109419159
2012,1,25,10,1.094191838
2012,1,25,11,1.062649528
2012,1,25,12,1.023493558
2012,1,25,13,0.993038914
2012,1,25,14,0.974548595
2012,1,25,15,0.946269283
2012,1,25,16,0.93648029
2012,1,25,17,0.949532281
2012,1,25,18,0.984337588
2012,1,25,19,1.035457882
2012,1,25,20,1.081139848
2012,1,25,21,1.105068496
2012,1,25,22,1.082227513
2012,1,25,23,1.035457882
2012,1,25,24,0.982162256
2012,1,26,1,0.98107459
2012,1,26,2,0.969110266
2012,1,26,3,0.975636261
2012,1,26,4,0.989775917
2012,1,26,5,1.011529234
2012,1,26,6,1.070263189
2012,1,26,7,1.14857513
2012,1,26,8,1.176854442
2012,1,26,9,1.115945155
2012,1,26,10,1.10398083
2012,1,26,11,1.082227513
2012,1,26,12,1.055035867
2012,1,26,13,1.021318226
2012,1,26,14,1.002827907
2012,1,26,15,0.975636261
2012,1,26,16,0.962584271
2012,1,26,17,0.983249922
2012,1,26,18,1.022405892
2012,1,26,19,1.083315179
2012,1,26,20,1.132260142
2012,1,26,21,1.157276457
2012,1,26,22,1.133347808
2012,1,26,23,1.081139848
2012,1,26,24,1.024581224
2012,1,27,1,0.977811593
2012,1,27,2,0.9680226
2012,1,27,3,0.975636261
2012,1,27,4,0.977811593
2012,1,27,5,0.991951248
2012,1,27,6,1.050685204
2012,1,27,7,1.121383484
2012,1,27,8,1.159451788
2012,1,27,9,1.100717833
2012,1,27,10,1.074613853
2012,1,27,11,1.046334541
2012,1,27,12,1.015879897
2012,1,27,13,0.984337588
2012,1,27,14,0.972373263
2012,1,27,15,0.952795278
2012,1,27,16,0.933217293
2012,1,27,17,0.934304959
2012,1,27,18,0.93648029
2012,1,27,19,0.995214246
2012,1,27,20,1.032194885
2012,1,27,21,1.039808546
2012,1,27,22,1.024581224
2012,1,27,23,1.005003239
2012,1,27,24,0.974548595
2012,1,28,1,0.953882944
2012,1,28,2,0.945181617
2012,1,28,3,0.944093951
2012,1,28,4,0.951707612
2012,1,28,5,0.960408939
2012,1,28,6,0.990863583
2012,1,28,7,1.003915573
2012,1,28,8,1.032194885
2012,1,28,9,1.030019553
2012,1,28,10,1.02566889
2012,1,28,11,1.008266236
2012,1,28,12,0.970197932
2012,1,28,13,0.943006286
2012,1,28,14,0.920165303
2012,1,28,15,0.903850315
2012,1,28,16,0.887535328
2012,1,28,17,0.891885991
2012,1,28,18,0.907113313
2012,1,28,19,0.940830954
2012,1,28,20,0.972373263
2012,1,28,21,0.982162256
2012,1,28,22,0.974548595
2012,1,28,23,0.945181617
2012,1,28,24,0.914726974
2012,1,29,1,0.91037631
2012,1,29,2,0.89732432
2012,1,29,3,0.888622993
2012,1,29,4,0.894061323
2012,1,29,5,0.904937981
2012,1,29,6,0.912551642
2012,1,29,7,0.925603632
2012,1,29,8,0.94191862
2012,1,29,9,0.971285597
2012,1,29,10,0.978899258
2012,1,29,11,0.969110266
2012,1,29,12,0.94191862
2012,1,29,13,0.929954295
2012,1,29,14,0.913639308
2012,1,29,15,0.908200979
2012,1,29,16,0.894061323
2012,1,29,17,0.896236654
2012,1,29,18,0.91037631
2012,1,29,19,0.960408939
2012,1,29,20,1.005003239
2012,1,29,21,1.014792231
2012,1,29,22,1.011529234
2012,1,29,23,0.977811593
2012,1,29,24,0.931041961
2012,1,30,1,0.891885991
2012,1,30,2,0.877746335
2012,1,30,3,0.877746335
2012,1,30,4,0.890798325
2012,1,30,5,0.920165303
2012,1,30,6,0.978899258
2012,1,30,7,1.075701518
2012,1,30,8,1.107243828
2012,1,30,9,1.050685204
2012,1,30,10,1.028931887
2012,1,30,11,1.010441568
2012,1,30,12,0.986512919
2012,1,30,13,0.965847268
2012,1,30,14,0.949532281
2012,1,30,15,0.920165303
2012,1,30,16,0.906025647
2012,1,30,17,0.9234283
2012,1,30,18,0.939743288
2012,1,30,19,0.999564909
2012,1,30,20,1.046334541
2012,1,30,21,1.067000192
2012,1,30,22,1.053948201
2012,1,30,23,1.000652575
2012,1,30,24,0.944093951
2012,1,31,1,0.925603632
2012,1,31,2,0.920165303
2012,1,31,3,0.924515966
2012,1,31,4,0.939743288
2012,1,31,5,0.962584271
2012,1,31,6,1.02023056
2012,1,31,7,1.096367169
2012,1,31,8,1.119208152
2012,1,31,9,1.067000192
2012,1,31,10,1.059386531
2012,1,31,11,1.048509872
2012,1,31,12,1.028931887
2012,1,31,13,0.995214246
2012,1,31,14,0.98107459
2012,1,31,15,0.951707612
2012,1,31,16,0.933217293
2012,1,31,17,0.952795278
2012,1,31,18,1.006090904
2012,1,31,19,1.086578177
2012,1,31,20,1.138786137
2012,1,31,21,1.168153115
2012,1,31,22,1.162714786
