Year,Month,Day,Period,1
2012,1,20,20,1.051278209
2012,1,20,21,1.036214519
2012,1,20,22,1.004246021
2012,1,20,23,0.952192602
2012,1,20,24,0.893778958
2012,1,21,1,0.848420513
2012,1,21,2,0.824988106
2012,1,21,3,0.814108774
2012,1,21,4,0.813606651
2012,1,21,5,0.827331347
2012,1,21,6,0.861977834
2012,1,21,7,0.915035499
2012,1,21,8,0.965749923
2012,1,21,9,0.992195068
2012,1,21,10,0.988847582
2012,1,21,11,0.963741431
2012,1,21,12,0.922567344
2012,1,21,13,0.883736498
2012,1,21,14,0.847081518
2012,1,21,15,0.819632127
2012,1,21,16,0.804735811
2012,1,21,17,0.806911678
2012,1,21,18,0.836202187
2012,1,21,19,0.915537622
2012,1,21,20,0.93244243
2012,1,21,21,0.925245334
2012,1,21,22,0.90733628
2012,1,21,23,0.871016049
2012,1,21,24,0.82783347
2012,1,22,1,0.795362848
2012,1,22,2,0.7761148
2012,1,22,3,0.768080831
2012,1,22,4,0.768750329
2012,1,22,5,0.779797035
2012,1,22,6,0.807079052
2012,1,22,7,0.84791839
2012,1,22,8,0.8895946
2012,1,22,9,0.921395724
2012,1,22,10,0.928425446
2012,1,22,11,0.915202874
2012,1,22,12,0.895117953
2012,1,22,13,0.877208899
2012,1,22,14,0.857626102
2012,1,22,15,0.842729786
2012,1,22,16,0.835700064
2012,1,22,17,0.839884422
2012,1,22,18,0.870011803
2012,1,22,19,0.943991259
2012,1,22,20,0.962904559
2012,1,22,21,0.945999751
2012,1,22,22,0.91737874
2012,1,22,23,0.862479957
2012,1,22,24,0.793186982
2012,1,23,1,0.745987419
2012,1,23,2,0.725735124
2012,1,23,3,0.720044397
2012,1,23,4,0.726906745
2012,1,23,5,0.755360382
2012,1,23,6,0.832017828
2012,1,23,7,0.955037966
2012,1,23,8,1.002070154
2012,1,23,9,0.981148362
2012,1,23,10,0.970771153
2012,1,23,11,0.960059196
2012,1,23,12,0.941648019
2012,1,23,13,0.920558852
2012,1,23,14,0.900306558
2012,1,23,15,0.882899627
2012,1,23,16,0.874698284
2012,1,23,17,0.876706776
2012,1,23,18,0.902817173
2012,1,23,19,0.976629255
2012,1,23,20,0.993868812
2012,1,23,21,0.976461881
2012,1,23,22,0.932107682
2012,1,23,23,0.855952358
2012,1,23,24,0.775445302
2012,1,24,1,0.726404622
2012,1,24,2,0.701131097
2012,1,24,3,0.692427631
2012,1,24,4,0.697448861
2012,1,24,5,0.724228755
2012,1,24,6,0.804903186
2012,1,24,7,0.947171372
2012,1,24,8,0.996714176
2012,1,24,9,0.964745677
2012,1,24,10,0.947506121
2012,1,24,11,0.937296286
2012,1,24,12,0.922065221
2012,1,24,13,0.907168905
2012,1,24,14,0.893611584
2012,1,24,15,0.881728006
2012,1,24,16,0.880556386
2012,1,24,17,0.890933595
2012,1,24,18,0.930099189
2012,1,24,19,1.023828818
2012,1,24,20,1.054458322
2012,1,24,21,1.049437092
2012,1,24,22,1.014288481
2012,1,24,23,0.943991259
2012,1,24,24,0.873694038
2012,1,25,1,0.835532689
2012,1,25,2,0.821807994
2012,1,25,3,0.823146988
2012,1,25,4,0.835700064
2012,1,25,5,0.874196161
2012,1,25,6,0.966419421
2012,1,25,7,1.108687607
2012,1,25,8,1.149024822
2012,1,25,9,1.10031889
2012,1,25,10,1.062659664
2012,1,25,11,1.031193289
2012,1,25,12,0.99570993
2012,1,25,13,0.967591041
2012,1,25,14,0.943321762
2012,1,25,15,0.923738965
2012,1,25,16,0.917546114
2012,1,25,17,0.927253826
2012,1,25,18,0.964578303
2012,1,25,19,1.0474286
2012,1,25,20,1.069522012
2012,1,25,21,1.060818547
2012,1,25,22,1.022155075
2012,1,25,23,0.948175618
2012,1,25,24,0.872355043
2012,1,26,1,0.825322855
2012,1,26,2,0.808585421
2012,1,26,3,0.804568437
2012,1,26,4,0.811932908
2012,1,26,5,0.842060288
2012,1,26,6,0.927253826
2012,1,26,7,1.070861007
2012,1,26,8,1.108018109
2012,1,26,9,1.060818547
2012,1,26,10,1.029519546
2012,1,26,11,1.009769374
2012,1,26,12,0.990186576
2012,1,26,13,0.969432159
2012,1,26,14,0.953029474
2012,1,26,15,0.940643773
2012,1,26,16,0.937798409
2012,1,26,17,0.948008244
2012,1,26,18,0.978805121
2012,1,26,19,1.058475306
2012,1,26,20,1.083414082
2012,1,26,21,1.073371622
2012,1,26,22,1.031862786
2012,1,26,23,0.958887575
2012,1,26,24,0.886079739
2012,1,27,1,0.842227663
2012,1,27,2,0.826159726
2012,1,27,3,0.824485983
2012,1,27,4,0.835532689
2012,1,27,5,0.870513926
2012,1,27,6,0.958050704
2012,1,27,7,1.100988387
2012,1,27,8,1.140656105
2012,1,27,9,1.093958665
2012,1,27,10,1.053956199
2012,1,27,11,1.018138091
2012,1,27,12,0.979809368
2012,1,27,13,0.945330254
2012,1,27,14,0.920726227
2012,1,27,15,0.900139183
2012,1,27,16,0.89076622
2012,1,27,17,0.888925103
2012,1,27,18,0.906164659
2012,1,27,19,0.976294506
2012,1,27,20,0.993701437
2012,1,27,21,0.984663223
2012,1,27,22,0.96139819
2012,1,27,23,0.918215612
2012,1,27,24,0.865325321
2012,1,28,1,0.826327101
2012,1,28,2,0.806911678
2012,1,28,3,0.799547207
2012,1,28,4,0.801388325
2012,1,28,5,0.816786763
2012,1,28,6,0.851265877
2012,1,28,7,0.906834157
2012,1,28,8,0.957213832
2012,1,28,9,0.978805121
2012,1,28,10,0.96909741
2012,1,28,11,0.938635281
2012,1,28,12,0.894950579
2012,1,28,13,0.854278615
2012,1,28,14,0.819632127
2012,1,28,15,0.793689105
2012,1,28,16,0.780466532
2012,1,28,17,0.780466532
2012,1,28,18,0.801053576
2012,1,28,19,0.874363535
2012,1,28,20,0.898967563
2012,1,28,21,0.889427226
2012,1,28,22,0.8706813
2012,1,28,23,0.833691572
2012,1,28,24,0.789169998
2012,1,29,1,0.75452351
2012,1,29,2,0.733769092
2012,1,29,3,0.726237247
2012,1,29,4,0.725233001
2012,1,29,5,0.73443859
2012,1,29,6,0.758540494
2012,1,29,7,0.797203966
2012,1,29,8,0.835700064
2012,1,29,9,0.8706813
2012,1,29,10,0.888757728
2012,1,29,11,0.885912365
2012,1,29,12,0.873526664
2012,1,29,13,0.862145209
2012,1,29,14,0.846914144
2012,1,29,15,0.834528443
2012,1,29,16,0.830344085
2012,1,29,17,0.835700064
2012,1,29,18,0.857626102
2012,1,29,19,0.920224104
2012,1,29,20,0.944158634
2012,1,29,21,0.92624958
2012,1,29,22,0.898632814
2012,1,29,23,0.841056042
2012,1,29,24,0.766072339
2012,1,30,1,0.714018921
2012,1,30,2,0.690921262
2012,1,30,3,0.682552545
2012,1,30,4,0.688578022
2012,1,30,5,0.717031659
2012,1,30,6,0.798877709
2012,1,30,7,0.935957291
2012,1,30,8,0.98181786
2012,1,30,9,0.952025228
2012,1,30,10,0.93629204
2012,1,30,11,0.924910585
2012,1,30,12,0.909512146
2012,1,30,13,0.89461583
2012,1,30,14,0.882062755
2012,1,30,15,0.869844428
2012,1,30,16,0.866329567
2012,1,30,17,0.871183423
2012,1,30,18,0.894783204
2012,1,30,19,0.969264784
2012,1,30,20,0.996714176
2012,1,30,21,0.984997972
2012,1,30,22,0.944660757
2012,1,30,23,0.871685546
2012,1,30,24,0.794693351
2012,1,31,1,0.744983173
2012,1,31,2,0.722220263
2012,1,31,3,0.714688418
2012,1,31,4,0.72054652
2012,1,31,5,0.748665408
2012,1,31,6,0.831515705
2012,1,31,7,0.974955512
2012,1,31,8,1.024330941
2012,1,31,9,0.989851828
2012,1,31,10,0.97026903
2012,1,31,11,0.955540089
2012,1,31,12,0.936961537
2012,1,31,13,0.920391478
2012,1,31,14,0.9085079
2012,1,31,15,0.896624322
2012,1,31,16,0.895285327
2012,1,31,17,0.906666782
2012,1,31,18,0.944326008
2012,1,31,19,1.034038653
2012,1,31,20,1.071195755
2012,1,31,21,1.064835531
2012,1,31,22,1.026841556
2012,1,31,23,0.949514613
2012,1,31,24,0.875200407
2012,2,1,1,0.83402632
2012,2,1,2,0.818627881
2012,2,1,3,0.81779101
2012,2,1,4,0.828837716
2012,2,1,5,0.86683169
2012,2,1,6,0.96139819
2012,2,1,7,1.113206714
2012,2,1,8,1.163251641
2012,2,1,9,1.125592415
2012,2,1,10,1.09914727
2012,2,1,11,1.077723355
2012,2,1,12,1.049102343
2012,2,1,13,1.024163567
2012,2,1,14,1.001400657
2012,2,1,15,0.981650485
2012,2,1,16,0.973783891
2012,2,1,17,0.982822106
2012,2,1,18,1.021318203
2012,2,1,19,1.102829505
2012,2,1,20,1.132454763
2012,2,1,21,1.125090292
2012,2,1,22,1.085422574
2012,2,1,23,1.008932502
2012,2,1,24,0.93244243
2012,2,2,1,0.889427226
2012,2,2,2,0.873526664
2012,2,2,3,0.870179177
2012,2,2,4,0.879384765
2012,2,2,5,0.910851141
2012,2,2,6,0.997048924
2012,2,2,7,1.140823479
2012,2,2,8,1.17095086
2012,2,2,9,1.117893195
2012,2,2,10,1.079899221
2012,2,2,11,1.049102343
2012,2,2,12,1.019979208
2012,2,2,13,0.992027694
2012,2,2,14,0.969934282
2012,2,2,15,0.953531597
2012,2,2,16,0.948342992
2012,2,2,17,0.95637696
2012,2,2,18,0.982487357
2012,2,2,19,1.058475306
2012,2,2,20,1.09027643
2012,2,2,21,1.082075087
2012,2,2,22,1.042072621
2012,2,2,23,0.971273276
2012,2,2,24,0.900306558
2012,2,3,1,0.857458727
2012,2,3,2,0.84172554
2012,2,3,3,0.840219171
2012,2,3,4,0.851098503
2012,2,3,5,0.885577616
2012,2,3,6,0.970771153
2012,2,3,7,1.109691853
2012,2,3,8,1.14818795
2012,2,3,9,1.100821013
2012,2,3,10,1.06132067
2012,2,3,11,1.023494069
2012,2,3,12,0.983993726
2012,2,3,13,0.946669249
2012,2,3,14,0.920391478
2012,2,3,15,0.897628568
2012,2,3,16,0.885912365
2012,2,3,17,0.881560632
2012,2,3,18,0.895954825
2012,2,3,19,0.963406683
2012,2,3,20,0.991023448
2012,2,3,21,0.985332721
2012,2,3,22,0.966419421
2012,2,3,23,0.926919077
2012,2,3,24,0.877878396
2012,2,4,1,0.84909001
2012,2,4,2,0.831683079
2012,2,4,3,0.827498721
2012,2,4,4,0.831683079
2012,2,4,5,0.849257385
2012,2,4,6,0.884071247
2012,2,4,7,0.939639527
2012,2,4,8,0.988512833
2012,2,4,9,1.005585015
2012,2,4,10,0.990856074
2012,2,4,11,0.956209586
2012,2,4,12,0.909846895
2012,2,4,13,0.866162193
2012,2,4,14,0.82900509
2012,2,4,15,0.802225196
2012,2,4,16,0.789672121
2012,2,4,17,0.788835249
2012,2,4,18,0.805237934
2012,2,4,19,0.875535156
2012,2,4,20,0.906164659
2012,2,4,21,0.898967563
2012,2,4,22,0.882899627
2012,2,4,23,0.847081518
2012,2,4,24,0.802727319
2012,2,5,1,0.75837312
2012,2,5,2,0.737283954
2012,2,5,3,0.72941736
2012,2,5,4,0.728747862
2012,2,5,5,0.737953451
2012,2,5,6,0.760548986
2012,2,5,7,0.798375586
2012,2,5,8,0.834361069
2012,2,5,9,0.863484203
2012,2,5,10,0.873526664
2012,2,5,11,0.864990572
2012,2,5,12,0.849424759
2012,2,5,13,0.837373807
2012,2,5,14,0.824653357
2012,2,5,15,0.814778271
2012,2,5,16,0.812769779
2012,2,5,17,0.819297379
2012,2,5,18,0.843064534
2012,2,5,19,0.90465829
2012,2,5,20,0.93746366
2012,2,5,21,0.922902093
2012,2,5,22,0.898298065
2012,2,5,23,0.844570903
2012,2,5,24,0.772767313
2012,2,6,1,0.722387638
2012,2,6,2,0.700461599
2012,2,6,3,0.692929754
2012,2,6,4,0.699122605
2012,2,6,5,0.728245739
2012,2,6,6,0.807915924
2012,2,6,7,0.940811147
2012,2,6,8,0.987508587
2012,2,6,9,0.963071934
2012,2,6,10,0.952694725
2012,2,6,11,0.942652265
2012,2,6,12,0.926751703
2012,2,6,13,0.909512146
2012,2,6,14,0.896959071
2012,2,6,15,0.885410242
2012,2,6,16,0.881393257
2012,2,6,17,0.885577616
2012,2,6,18,0.907503654
2012,2,6,19,0.979809368
2012,2,6,20,1.014288481
2012,2,6,21,1.004580769
2012,2,6,22,0.966754169
2012,2,6,23,0.895285327
2012,2,6,24,0.819464753
2012,2,7,1,0.771260944
2012,2,7,2,0.750339152
2012,2,7,3,0.744313676
2012,2,7,4,0.750339152
2012,2,7,5,0.778123292
2012,2,7,6,0.862647332
2012,2,7,7,1.007091384
2012,2,7,8,1.051947707
2012,2,7,9,1.012279989
2012,2,7,10,0.987173838
2012,2,7,11,0.967256292
2012,2,7,12,0.945832377
2012,2,7,13,0.926919077
2012,2,7,14,0.913696504
2012,2,7,15,0.901310804
2012,2,7,16,0.898130691
2012,2,7,17,0.905327788
2012,2,7,18,0.934116174
2012,2,7,19,1.014288481
2012,2,7,20,1.05362145
2012,2,7,21,1.044917985
2012,2,7,22,1.003576523
2012,2,7,23,0.924073713
2012,2,7,24,0.84791839
2012,2,8,1,0.801890448
