Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2012,2,9,10284,9978,10001,10280,10894,12311,14664,15505,14723,14162,13703,13176,12729,12379,11965,11634,11712,12116,13327,13641,13516,12980,11746,10404
2012,2,10,9663,9338,9288,9474,10009,11310,13559,14424,13832,13404,12874,12085,11672,11329,10879,10486,10309,10573,11577,11757,11651,11226,10399,9483
2012,2,11,9009,8682,8635,8725,8961,9656,10781,11525,11867,11831,11486,10736,9868,9138,8612,8383,8280,8683,9877,10303,10213,9832,9142,8487
2012,2,12,8089,7805,7733,7746,7930,8307,9015,9699,10128,9927,9450,8870,8639,8436,8217,8100,8108,8508,9779,10470,10408,10067,9052,8107
2012,2,13,7443,7292,7360,7567,8020,9409,12069,13146,12638,12299,11963,11511,10983,10706,10245,9938,9966,10537,11753,12203,12129,11570,10187,8868
2012,2,14,8221,8033,8081,8323,8849,10448,13167,14111,13253,12631,12093,11489,11069,10725,10333,9930,9988,10498,11924,12398,12362,11869,10501,9103
2012,2,15,8514,8281,8307,8549,9109,10771,13421,14304,13465,12876,12404,11793,11352,11062,10760,10454,10463,10801,12012,12454,12402,11895,10519,9133
2012,2,16,8684,8443,8420,8607,9089,10644,13249,14066,13238,12682,12230,11711,11343,11070,10758,10438,10521,10805,11942,12383,12251,11707,10329,8918
2012,2,17,8259,8000,7926,8030,8424,9626,12135,13095,12557,12218,11822,11200,10912,10713,10336,10013,9879,10094,10910,11108,10931,10495,9630,8753
2012,2,18,8240,7952,7888,7967,8177,8753,9853,10669,11074,11132,10812,10102,9319,8733,8320,8136,8046,8394,9366,9927,9844,9507,8887,8243
2012,2,19,7828,7553,7490,7492,7650,7998,8647,9184,9645,9462,9064,8597,8364,8159,7945,7823,7806,8186,9376,10268,10243,9800,8793,7905
2012,2,20,7295,7122,7193,7376,7843,9185,11925,13002,12523,12206,11888,11447,10948,10706,10364,10099,10215,10765,11937,12476,12400,11777,10386,9001
2012,2,21,8282,8060,8111,8343,8903,10556,13285,14073,13039,12291,11683,11016,10558,10220,9827,9492,9460,9795,11049,11686,11640,11077,9696,8440
2012,2,22,7888,7679,7693,7862,8276,9647,12338,13085,12032,11269,10653,10018,9612,9400,9105,8859,8784,8922,9978,10641,10623,10101,8782,7754
2012,2,23,7268,7041,7012,7141,7514,8670,11398,12334,11563,11134,10883,10537,10371,10326,10197,10023,10158,10318,11175,11636,11489,10857,9407,8150
2012,2,24,7452,7182,7095,7164,7506,8511,11019,12026,11539,11307,10985,10512,10245,10075,9739,9433,9235,9274,9937,10211,10015,9581,8778,8004
2012,2,25,7510,7224,7115,7140,7312,7781,8614,9339,9800,9974,9719,9161,8592,8126,7789,7611,7549,7798,8550,9144,9080,8824,8330,7687
2012,2,26,7309,6632,6330,6921,6997,7266,7773,8218,8649,8682,8462,8189,8008,7832,7638,7521,7529,7825,8610,9411,9492,9039,8131,7245
2012,2,27,6712,6452,6434,6537,6906,7955,10384,11654,11333,11238,11137,11006,10723,10601,10392,10183,10326,10655,11475,11974,11957,11294,9856,8461
2012,2,28,7647,7373,7355,7497,7957,9244,12051,13017,12147,11574,11136,10650,10254,10038,9765,9524,9486,9635,10480,11062,11151,10571,9155,7966
2012,2,29,7367,7135,7136,7256,7648,8803,11513,12489,11666,11017,10513,10056,9742,9557,9335,9098,9055,9169,9956,10649,10775,10251,8878,7779
2012,3,1,7221,6954,6903,7020,7366,8482,11117,12098,11362,10937,10745,10514,10374,10312,10211,10058,10191,10271,10811,11301,11303,10670,9206,7987
2012,3,2,7228,6927,6833,6877,7187,8125,10476,11580,11167,10920,10685,10423,10243,10148,9899,9643,9454,9440,9839,10131,10018,9571,8776,7936
2012,3,3,7440,7137,6985,6999,7149,7583,8349,9019,9475,9703,9522,9095,8588,8108,7826,7647,7602,7760,8287,8873,8920,8656,8173,7518
2012,3,4,7120,6434,6108,6692,6742,7011,7484,7902,8290,8356,8197,8040,7871,7701,7524,7414,7425,7637,8147,8836,8997,8576,7733,6886
2012,3,5,6405,6117,6073,6168,6558,7533,9480,10776,10695,10701,10632,10551,10274,10118,9918,9731,9844,10029,10633,11168,11269,10638,9237,8038
2012,3,6,7248,6959,6912,7022,7458,8572,10873,11797,11118,10704,10362,10007,9668,9449,9216,9010,8894,8868,9328,9941,10107,9449,8292,7282
2012,3,7,6727,6476,6452,6555,6952,7992,10142,11185,10659,10228,9893,9620,9404,9256,9073,8911,8861,8890,9244,9861,10086,9500,8352,7356
2012,3,8,6770,6487,6442,6559,6958,7998,10172,11193,10716,10414,10273,10142,10056,10029,9964,9873,9936,9943,10191,10664,10822,10140,8810,7697
2012,3,9,6992,6680,6575,6623,6942,7824,9698,10736,10505,10350,10197,10058,9953,9907,9761,9563,9392,9246,9343,9590,9592,9094,8331,7520
2012,3,10,7023,6665,6458,6420,6550,6899,7520,8122,8677,9125,9308,9229,8898,8554,8370,8300,8320,8386,8663,9147,9260,8848,8252,7512
2012,3,11,7098,6385,6010,6566,6592,6856,7289,7742,8146,8353,8313,8267,8158,8000,7849,7748,7765,7855,8167,8803,9075,8572,7675,6813
2012,3,12,6346,6073,6020,6136,6580,7652,9348,10378,10282,10217,10095,10024,9782,9637,9447,9295,9282,9185,9386,9922,10135,9413,8189,7117
2012,3,13,6462,6156,6053,6122,6542,7553,9164,10070,9750,9646,9618,9555,9445,9424,9358,9242,9163,9001,9063,9529,9725,8964,7831,6814
2012,3,14,6172,5873,5789,5861,6259,7253,8808,9808,9689,9656,9636,9639,9632,9587,9472,9383,9341,9303,9396,9805,10041,9311,8125,7155
2012,3,15,6558,6250,6164,6270,6724,7804,9634,10560,10227,10050,9967,9904,9813,9746,9634,9516,9500,9407,9447,9961,10250,9543,8330,7269
2012,3,16,6553,6254,6143,6205,6583,7567,9106,9986,9860,9796,9755,9765,9812,9866,9787,9625,9454,9225,9106,9396,9510,8973,8148,7313
2012,3,17,6740,6380,6154,6106,6241,6606,7173,7774,8369,8907,9196,9297,9025,8733,8557,8522,8522,8449,8429,8782,8942,8501,7876,7166
2012,3,18,6699,6378,6211,6176,6248,6559,7039,7505,7915,8112,8142,8141,8050,7925,7808,7753,7815,7926,8204,8818,9091,8499,7562,6720
2012,3,19,6218,5994,5974,6142,6683,7949,9605,10322,10172,10085,9951,9807,9628,9520,9382,9222,9175,9122,9215,9784,9992,9150,7941,6923
2012,3,20,6298,6021,5932,6021,6519,7668,9165,9806,9590,9526,9513,9463,9371,9333,9244,9155,9116,8998,9037,9509,9702,8852,7703,6753
2012,3,21,6170,5900,5814,5921,6399,7536,8966,9658,9478,9489,9470,9460,9466,9436,9336,9280,9231,9136,9111,9529,9728,8903,7770,6881
2012,3,22,6297,6001,5910,6004,6507,7659,9120,9760,9581,9556,9573,9605,9628,9653,9611,9565,9506,9278,9173,9623,9872,9093,7947,6920
2012,3,23,6196,5899,5787,5838,6245,7264,8543,9141,9172,9276,9326,9371,9505,9593,9540,9384,9191,8907,8726,8925,9069,8593,7736,6939
2012,3,24,6358,5993,5781,5741,5886,6277,6842,7422,8027,8546,8851,8991,8850,8741,8705,8779,8860,8788,8695,8968,9145,8631,7882,7139
2012,3,25,6564,6219,6038,5975,6024,6330,6783,7269,7758,8062,8174,8261,8280,8283,8283,8316,8456,8607,8823,9454,9801,8995,7855,6883
2012,3,26,6344,6095,6063,6230,6778,8131,9920,10510,10277,10200,10110,9990,9910,9891,9860,9803,9818,9777,9777,10306,10545,9570,8127,7015
2012,3,27,6376,6093,6018,6122,6669,8010,9774,10282,9917,9708,9641,9611,9616,9680,9673,9704,9713,9507,9410,9870,10092,9100,7774,6744
2012,3,28,6089,5798,5698,5780,6263,7486,8959,9550,9324,9371,9392,9458,9581,9701,9728,9790,9796,9671,9554,9938,10102,9109,7831,6874
2012,3,29,6254,5929,5807,5871,6339,7574,9032,9570,9399,9462,9547,9655,9804,9943,9980,10033,10027,9788,9626,10038,10209,9343,8042,6995
2012,3,30,6209,5903,5796,5848,6295,7425,8737,9261,9287,9415,9460,9568,9776,9934,9933,9786,9577,9203,8960,9133,9290,8735,7835,6968
2012,3,31,6388,6026,5805,5760,5899,6304,6841,7399,7979,8446,8681,8759,8622,8510,8457,8467,8498,8400,8294,8575,8722,8228,7505,6804
2012,4,1,6224,5867,5686,5629,5665,5941,6366,6866,7394,7731,7905,8063,8148,8221,8253,8340,8497,8684,8815,9350,9693,8866,7710,6695
2012,4,2,6150,5846,5770,5920,6418,7654,9193,9842,9804,9915,9969,9931,9975,10016,9992,9948,9936,9925,9840,10223,10471,9444,7989,6901
2012,4,3,6247,5972,5893,6000,6535,7845,9488,10031,9770,9648,9596,9599,9691,9810,9852,9928,9966,9792,9596,9906,10126,9108,7730,6705
2012,4,4,6114,5828,5721,5802,6292,7511,8939,9503,9302,9356,9379,9444,9591,9771,9885,9981,10003,9825,9604,10031,10271,9271,7931,6906
2012,4,5,6303,5957,5809,5855,6288,7504,8875,9380,9309,9510,9683,9867,10147,10394,10517,10605,10574,10298,10045,10378,10533,9569,8108,6997
2012,4,6,6275,5935,5805,5829,6252,7315,8542,9072,9179,9353,9412,9490,9654,9759,9729,9573,9331,8957,8693,8744,8873,8363,7501,6676
2012,4,7,6096,5721,5510,5453,5568,5938,6427,6942,7501,7931,8163,8247,8211,8195,8267,8356,8486,8495,8419,8611,8714,8232,7459,6690
2012,4,8,6088,5695,5497,5402,5414,5617,5940,6421,6987,7423,7675,7907,8057,8183,8286,8439,8623,8801,8879,9341,9700,8888,7702,6664
2012,4,9,6126,5793,5696,5818,6289,7455,8862,9535,9720,10016,10241,10394,10625,10846,11020,11175,11255,11216,11048,11225,11362,10298,8518,7262
2012,4,10,6534,6200,6084,6172,6674,7954,9525,10072,9987,10065,10265,10542,10891,11261,11533,11742,11764,11525,11130,11237,11264,10155,8358,7115
2012,4,11,6408,6034,5866,5896,6320,7465,8777,9295,9285,9491,9715,9991,10353,10729,11012,11232,11309,11102,10734,10927,10995,9916,8311,7150
2012,4,12,6462,6059,5870,5875,6258,7411,8725,9234,9310,9660,9967,10286,10716,11119,11390,11595,11652,11410,11047,11233,11315,10328,8604,7379
2012,4,13,6612,6227,6057,6042,6416,7446,8626,9181,9497,9869,10145,10447,10837,11112,11233,11222,11032,10563,10000,9828,9841,9102,8072,7109
2012,4,14,6469,6046,5762,5653,5740,6071,6493,7003,7628,8189,8559,8754,8816,8857,9000,9158,9328,9270,9083,9191,9182,8608,7768,6931
2012,4,15,6313,5893,5654,5543,5544,5714,6011,6495,7059,7543,7853,8130,8292,8372,8440,8592,8707,8828,8888,9274,9579,8793,7626,6659
2012,4,16,6082,5748,5649,5752,6211,7362,8676,9343,9597,9974,10258,10491,10789,11058,11240,11333,11357,11299,11070,11108,11138,10039,8302,7062
2012,4,17,6318,5964,5813,5872,6308,7441,8713,9259,9378,9662,9986,10314,10739,11154,11480,11746,11806,11611,11192,11191,11211,10109,8348,7126
2012,4,18,6410,6026,5843,5864,6255,7350,8568,9058,9189,9506,9816,10145,10547,10920,11236,11459,11577,11353,10909,10999,10991,9958,8319,7163
2012,4,19,6494,6076,5884,5894,6287,7384,8663,9205,9363,9789,10214,10664,11115,11627,12004,12309,12448,12231,11838,11886,11947,11026,9136,7723
2012,4,20,6903,6485,6280,6232,6571,7572,8787,9443,9802,10253,10610,10937,11345,11668,11793,11829,11716,11288,10668,10402,10365,9632,8435,7365
2012,4,21,6630,6179,5871,5740,5813,6101,6471,6972,7616,8230,8685,8988,9151,9265,9512,9735,9883,9781,9441,9363,9272,8660,7782,6868
2012,4,22,6229,5804,5559,5436,5437,5584,5852,6282,6822,7296,7595,7851,8017,8106,8215,8435,8630,8782,8834,9091,9332,8632,7514,6617
2012,4,23,6048,5732,5636,5728,6182,7305,8539,9203,9540,9999,10346,10652,10993,11299,11496,11555,11543,11437,11196,11213,11153,10100,8409,7231
2012,4,24,6445,6062,5910,5964,6392,7480,8679,9184,9360,9700,10073,10454,10875,11309,11644,11952,12055,11904,11503,11477,11460,10448,8650,7410
2012,4,25,6646,6232,6033,6040,6412,7488,8700,9247,9468,9881,10289,10697,11159,11587,11949,12224,12428,12254,11806,11717,11545,10540,8709,7477
2012,4,26,6706,6257,6048,6044,6413,7460,8713,9349,9641,10161,10679,11237,11804,12411,12906,13357,13620,13468,13009,12830,12742,11857,9960,8242
2012,4,27,7302,6836,6586,6508,6811,7797,9031,9786,10350,10988,11599,12192,12860,13406,13733,13943,13949,13525,12738,12180,11953,11141,9610,8156
2012,4,28,7187,6648,6265,6085,6113,6351,6675,7194,7892,8651,9324,9893,10307,10621,11023,11382,11506,11315,10810,10582,10390,9557,8420,7418
2012,4,29,6636,6145,5822,5643,5612,5734,6002,6459,7045,7584,7958,8291,8584,8797,9008,9323,9568,9718,9693,9833,9964,9151,7891,6915
2012,4,30,6272,5929,5794,5867,6306,7385,8602,9355,9781,10324,10769,11093,11440,11762,11941,11969,11890,11710,11409,11386,11387,10352,8618,7412
2012,5,1,6648,6256,6093,6136,6558,7628,8877,9526,9804,10217,10593,10932,11387,11791,12078,12432,12596,12459,12106,12057,12057,11099,9256,7895
2012,5,2,7088,6667,6460,6448,6812,7922,9249,9958,10264,10763,11234,11662,12059,12400,12673,12887,13026,12821,12374,12200,12049,11139,9251,7915
2012,5,3,7036,6569,6345,6317,6645,7686,8949,9712,10091,10641,11138,11677,12228,12791,13262,13679,13885,13714,13233,12947,12808,11903,9972,8169
2012,5,4,7278,6798,6529,6446,6760,7742,8938,9697,10273,10903,11491,12030,12625,13109,13380,13561,13569,13205,12460,11876,11657,10866,9346,8035
2012,5,5,7019,6486,6112,5940,5969,6187,6529,7037,7715,8423,9008,9508,9837,10075,10436,10743,10847,10694,10200,9952,9836,9099,8091,7161
2012,5,6,6426,5933,5625,5468,5445,5541,5765,6232,6861,7431,7892,8326,8786,9213,9620,10062,10474,10679,10571,10529,10503,9673,8193,7050
2012,5,7,6370,5984,5822,5875,6294,7317,8478,9263,9855,10595,11271,11813,12337,12783,13049,13136,13060,12792,12418,12232,12105,11105,9189,7835
2012,5,8,6969,6525,6328,6347,6750,7786,9033,9788,10190,10760,11320,11843,12473,13025,13451,13894,14123,13979,13545,13346,13171,12197,10287,8522
2012,5,9,7565,7062,6799,6754,7114,8244,9682,10479,10892,11525,12162,12727,13293,13778,14180,14535,14720,14538,14068,13731,13497,12592,10666,8823
2012,5,10,7724,7179,6906,6840,7157,8244,9669,10512,10990,11599,12183,12772,13375,13936,14434,14873,15041,14831,14303,13919,13693,12771,10876,8834
2012,5,11,7850,7295,6981,6870,7190,8220,9560,10417,11097,11833,12550,13260,14013,14595,14932,15108,15014,14534,13737,12997,12685,11880,10320,8740
2012,5,12,7592,6996,6594,6390,6407,6621,6948,7493,8288,9205,10122,10814,11329,11736,12234,12621,12736,12621,12146,11769,11546,10748,9368,8202
2012,5,13,7286,6709,6343,6110,6055,6133,6353,6879,7669,8485,9350,10255,11107,11830,12412,12841,13113,13157,12897,12594,12310,11423,9640,8093
2012,5,14,7244,6784,6548,6531,6881,7823,8829,9636,10521,11550,12501,13235,13933,14571,15021,15330,15375,15180,14726,14335,14046,13048,11032,9039
2012,5,15,7939,7341,7053,7000,7395,8488,10000,10896,11494,12248,13011,13672,14387,15024,15534,16018,16156,15901,15343,14904,14517,13470,11481,9432
2012,5,16,8166,7563,7230,7144,7474,8626,10169,11079,11698,12515,13304,13980,14661,15242,15716,16170,16344,16136,15574,15044,14666,13648,11675,9608
2012,5,17,8235,7587,7247,7130,7427,8500,9973,10894,11493,12238,12983,13696,14376,15001,15515,15952,16060,15782,15182,14668,14315,13325,11418,9359
2012,5,18,8228,7590,7243,7128,7439,8457,9864,10853,11692,12589,13454,14238,15033,15652,16027,16225,16115,15649,14877,14038,13582,12747,11197,9481
2012,5,19,8192,7487,7028,6785,6771,6942,7258,7930,9021,10467,11696,12578,13192,13663,14182,14550,14689,14551,14054,13483,13101,12247,10827,9252
2012,5,20,8186,7481,7036,6747,6651,6672,6832,7470,8552,9934,11323,12521,13528,14324,14931,15328,15528,15434,15026,14461,13961,13050,11284,9426
2012,5,21,8269,7626,7272,7167,7418,8155,9020,10034,11188,12478,13586,14558,15388,16119,16684,17092,17217,17012,16455,15838,15324,14287,12297,10316
2012,5,22,8834,8083,7679,7573,7942,9044,10579,11583,12364,13276,14202,15046,15866,16610,17201,17714,17874,17565,16868,16161,15597,14496,12505,10499
2012,5,23,8930,8149,7698,7551,7819,8855,10431,11457,12224,13251,14198,15074,15927,16661,17181,17623,17731,17419,16729,15988,15444,14507,12575,10579
2012,5,24,9013,8179,7743,7603,7889,8920,10457,11474,12214,13115,13978,14840,15531,16195,16747,17200,17327,17028,16392,15721,15268,14375,12560,10568
2012,5,25,9091,8271,7836,7684,7959,8900,10341,11461,12497,13624,14735,15752,16711,17517,18093,18435,18387,17918,17079,16091,15435,14569,13015,11219
2012,5,26,9690,8620,8002,7678,7618,7762,8089,8975,10589,12274,13730,14892,15753,16461,17093,17593,17812,17677,17077,16296,15656,14787,13360,11753
2012,5,27,10319,9153,8461,8025,7834,7779,7880,8641,10251,11958,13441,14764,15834,16702,17364,17819,17981,17789,17270,16542,15897,15056,13409,11706
2012,5,28,10171,9109,8553,8360,8583,9330,10340,11447,12743,14083,15293,16431,17365,18159,18765,19213,19262,18889,18133,17251,16675,15683,13797,11917
2012,5,29,10533,9423,8770,8565,8913,10115,11568,12657,13607,14631,15641,16625,17511,18248,18834,19316,19446,19078,18319,17409,16748,15719,13814,11868
2012,5,30,10218,9117,8533,8352,8589,9685,11193,12257,13145,14225,15258,16240,17072,17800,18252,18617,18653,18210,17394,16406,15726,14883,13043,11189
2012,5,31,9691,8679,8173,8012,8258,9222,10691,11768,12626,13578,14548,15493,16285,17019,17638,18164,18317,17976,17249,16442,15908,15068,13308,11374
2012,6,1,9913,8856,8356,8160,8379,9199,10557,11823,13030,14321,15585,16730,17718,18632,19311,19792,19833,19396,18504,17413,16633,15746,14202,12398
2012,6,2,10878,9616,8773,8369,8240,8336,8675,9756,11478,13235,14804,16042,16994,17780,18451,19015,19343,19249,18599,17641,16892,15999,14575,13018
2012,6,3,11555,10314,9367,8775,8501,8383,8415,9288,11122,12870,14388,15792,16929,17860,18565,19100,19362,19241,18722,17903,17168,16390,14713,12990
2012,6,4,11374,10224,9486,9195,9435,10205,11347,12633,13922,15287,16599,17943,18998,19878,20526,20941,20991,20536,19664,18582,17839,16843,14980,13071
2012,6,5,11684,10476,9602,9239,9484,10488,11777,12900,14014,15146,16312,17399,18323,19160,19799,20306,20500,20165,19391,18351,17581,16600,14768,12896
2012,6,6,11367,10212,9416,9136,9361,10352,11732,12833,13841,15017,16200,17352,18335,19201,19721,20104,20129,19673,18826,17700,16876,16098,14337,12623
2012,6,7,11149,9992,9249,8987,9193,10193,11529,12630,13587,14573,15546,16513,17335,18117,18763,19286,19399,19050,18346,17445,16850,16105,14450,12631
2012,6,8,11191,10060,9346,9040,9229,10025,11208,12451,13669,14989,16320,17497,18489,19403,20101,20616,20635,20180,19320,18222,17417,16583,15063,13332
2012,6,9,11826,10615,9684,9129,8951,9003,9375,10473,12126,13804,15339,16633,17606,18397,19058,19657,20019,19936,19258,18259,17450,16603,15177,13672
2012,6,10,12162,10933,9966,9292,8936,8771,8765,9710,11580,13325,14847,16268,17395,18368,19103,19701,20057,20018,19546,18684,17869,17096,15398,13651
2012,6,11,12061,10926,10179,9873,10143,10971,12120,13349,14694,16103,17545,19013,20230,21216,21845,22221,22208,21707,20780,19577,18674,17685,15803,13868
2012,6,12,12529,11272,10350,9919,10071,10890,12061,13209,14444,15705,17027,18226,19181,20055,20694,21159,21293,20982,20217,19121,18236,17279,15456,13572
2012,6,13,12035,10898,10099,9785,9964,10869,12091,13189,14385,15705,17083,18398,19496,20495,21128,21581,21635,21218,20378,19134,18186,17244,15406,13635
2012,6,14,12224,11053,10330,9980,10144,11030,12168,13247,14393,15535,16790,17930,18965,19821,20485,20930,20985,20597,19730,18707,17934,17046,15355,13632
2012,6,15,12127,10982,10283,9932,10112,10834,11888,13080,14369,15738,17144,18373,19402,20301,20928,21372,21349,20888,20012,18904,18070,17191,15667,14066
2012,6,16,12608,11472,10569,9978,9760,9767,10048,11074,12775,14503,16136,17521,18621,19455,20137,20710,20975,20777,19933,18819,17929,16940,15487,13996
2012,6,17,12530,11288,10324,9602,9199,8997,8962,9927,11844,13593,15177,16630,17817,18841,19601,20228,20545,20498,19974,19076,18189,17351,15634,13885
2012,6,18,12302,11152,10425,10083,10315,11096,12185,13371,14715,16142,17583,18963,20117,21112,21698,21979,21952,21548,20686,19565,18596,17594,15745,13871
2012,6,19,12444,11222,10341,9904,10052,10871,11975,13022,14225,15467,16816,17941,18883,19839,20533,20972,21061,20720,19938,18896,18016,17073,15283,13465
2012,6,20,11966,10816,10012,9672,9824,10689,11835,12939,14288,15736,17283,18755,20044,21177,21883,22298,22293,21918,21094,19926,18884,17877,15974,14148
2012,6,21,12616,11403,10638,10242,10366,11178,12211,13273,14583,15878,17299,18606,19748,20647,21252,21649,21655,21285,20448,19366,18441,17482,15762,14059
2012,6,22,12545,11357,10586,10166,10232,10818,11541,12528,13932,15417,16931,18216,19209,19961,20465,20769,20712,20322,19553,18544,17687,16829,15367,13924
2012,6,23,12499,11412,10505,9902,9702,9683,9858,10800,12467,14247,15897,17321,18426,19233,19835,20318,20508,20200,19371,18357,17462,16537,15179,13789
